Id,Review,Label
93396,Great course. Covers all the basics of R programming.,5
93397,Very Explanatory,5
93398,"It's very nice ,but it's a pity that i didn't have so much time to learn it.",5
93399,Great and Excellent thoughts and course material.,5
93400,nice but not understood some topics,4
93401,good course. ..highly recommended...,5
93402,Course is really great. However for the absolute beginners it might be challenging as the assignments and videos assume basic knowledge of stats and programing,4
93403,Great course!,5
93404,"Hands-on with the videos should be given, instead of cumulative long assignments.",4
93405,Not easy. But nothing easy in academics changes who you are.,5
93406,I study java at the university and this course has helped me alot to learn R.,5
93407,"This course was difficult for me to grasp. The instructor (I believe) assumes that all participants have some background in programming, and since I do not, I have a very difficult time following the examples. I bought the entire series of classes, but need to retake this one after I read some more from other sources and have had a chance to digest what's here.",2
